"Plot Title: site1km"
"#","Date Time, GMT-06:00","Pressure, mbar (LGR S/N: 21623136, SEN S/N: 21318865)","Voltage, V (LGR S/N: 21623136, SEN S/N: 21378796)","Current, mA (LGR S/N: 21623136, SEN S/N: 21378796)","Wind Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Gust Speed, m/s (LGR S/N: 21623136, SEN S/N: 21534756)","Wind Direction, ø (LGR S/N: 21623136, SEN S/N: 21534756)","Temp, °C (LGR S/N: 21623136, SEN S/N: 21549906)","RH, % (LGR S/N: 21623136, SEN S/N: 21549906)"
9004,01/06/24 07:32:52 AM,830.550,-0.2039,0.0000,0.00,0.33,54.8,-10.852,96.345
9005,01/06/24 07:42:52 AM,830.450,-0.1988,0.0000,0.00,0.67,54.8,-11.064,97.173
9006,01/06/24 07:52:52 AM,830.350,-0.2039,0.0000,0.00,1.00,54.8,-10.823,97.105
9007,01/06/24 08:02:52 AM,830.250,-0.2039,0.0000,0.33,1.34,268.1,-10.517,97.024
9008,01/06/24 08:12:52 AM,830.050,-0.1988,0.0000,0.00,0.33,266.7,-10.104,96.959
9009,01/06/24 08:22:52 AM,829.850,-0.2039,0.0000,0.00,0.67,266.7,-9.922,95.944
9010,01/06/24 08:32:52 AM,829.750,-0.2039,0.0000,0.67,1.34,301.8,-9.407,95.686
9011,01/06/24 08:42:52 AM,829.650,-0.2039,0.0000,0.67,1.34,63.2,-8.488,93.112
9012,01/06/24 08:52:52 AM,829.350,-0.2039,0.0000,1.34,2.34,61.8,-8.539,92.938
9013,01/06/24 09:02:52 AM,829.050,-0.2039,0.0000,1.67,3.01,43.5,-8.241,93.875
9014,01/06/24 09:12:52 AM,828.950,-0.2039,0.0000,1.00,2.67,59.0,-7.895,92.399
9015,01/06/24 09:22:52 AM,828.750,-0.2039,0.0000,0.67,1.67,141.8,-8.249,92.746
9016,01/06/24 09:32:52 AM,828.250,-0.2039,0.0000,1.67,3.01,87.0,-8.477,93.695
9017,01/06/24 09:42:52 AM,828.550,-0.2039,0.0000,1.67,3.01,147.4,-8.525,94.171
9018,01/06/24 09:52:52 AM,828.550,-0.1988,0.0000,1.34,2.34,64.6,-8.268,93.893
9019,01/06/24 10:02:52 AM,828.350,-0.2039,0.0000,1.00,2.67,73.0,-8.254,93.611
9020,01/06/24 10:12:52 AM,828.250,-0.2039,0.0000,1.34,2.34,160.0,-8.037,92.526
9021,01/06/24 10:22:52 AM,828.050,-0.2039,0.0000,1.34,3.01,67.4,-7.598,90.594
9022,01/06/24 10:32:52 AM,827.750,-0.2039,0.0000,1.67,3.67,92.7,-7.477,90.213
9023,01/06/24 10:42:52 AM,827.750,-0.2039,0.0000,2.34,3.67,70.2,-7.734,91.960
9024,01/06/24 10:52:52 AM,827.450,-0.2039,0.0000,3.01,4.01,71.6,-7.740,92.972
9025,01/06/24 11:02:52 AM,827.550,-0.2039,0.0000,2.67,3.67,60.4,-7.603,92.290
9026,01/06/24 11:12:52 AM,827.250,-0.2039,0.0000,3.01,4.34,67.4,-7.389,92.094
9027,01/06/24 11:22:52 AM,827.350,-0.2039,0.0000,2.34,3.67,80.0,-7.198,91.734
9028,01/06/24 11:32:52 AM,827.050,-0.2039,0.0000,2.67,3.67,74.4,-6.922,90.929
9029,01/06/24 11:42:52 AM,826.750,-0.1988,0.0000,3.01,4.01,84.2,-6.724,89.361
9030,01/06/24 11:52:52 AM,826.750,-0.2039,0.0000,3.67,6.01,68.8,-6.659,90.076
9031,01/06/24 12:02:52 PM,826.650,-0.2039,0.0000,3.01,4.68,78.6,-6.539,89.863
9032,01/06/24 12:12:52 PM,826.450,-0.2039,0.0000,2.67,3.67,87.0,-6.694,91.180
9033,01/06/24 12:22:52 PM,826.250,-0.2039,0.0000,3.01,4.01,103.9,-6.608,91.135
9034,01/06/24 12:32:52 PM,825.950,-0.2039,0.0000,2.67,3.67,91.3,-6.480,90.674
9035,01/06/24 12:42:52 PM,825.750,-0.1988,0.0000,2.34,3.34,88.4,-6.340,89.857
9036,01/06/24 12:52:52 PM,825.650,-0.2039,0.0000,2.34,3.67,102.5,-6.201,89.467
9037,01/06/24 01:02:52 PM,825.450,-0.2039,0.0000,3.34,4.34,88.4,-6.037,89.300
9038,01/06/24 01:12:52 PM,825.250,-0.2039,0.0000,3.01,4.01,98.3,-5.815,88.936
9039,01/06/24 01:22:52 PM,825.050,-0.2039,0.0000,2.67,3.67,101.1,-5.721,89.178
9040,01/06/24 01:32:52 PM,825.050,-0.2039,0.0000,2.00,3.34,115.1,-5.643,89.589
9041,01/06/24 01:42:52 PM,824.750,-0.2039,0.0000,2.34,3.01,94.1,-5.721,93.469
9042,01/06/24 01:52:52 PM,824.350,-0.2039,0.0000,1.67,3.01,101.1,-5.697,96.411
9043,01/06/24 02:02:52 PM,824.050,-0.2039,0.0000,2.34,3.67,67.4,-5.520,96.709
9044,01/06/24 02:12:52 PM,823.850,-0.2039,0.0000,2.67,4.34,73.0,-5.442,97.896
9045,01/06/24 02:22:52 PM,823.550,-0.2039,0.0000,3.34,4.68,77.2,-5.391,98.355
9046,01/06/24 02:32:52 PM,823.350,-0.2039,0.0000,4.01,5.68,80.0,-5.354,98.503
9047,01/06/24 02:42:52 PM,823.150,-0.2039,0.0000,4.01,5.34,78.6,-5.348,98.676
9048,01/06/24 02:52:52 PM,822.850,-0.2039,0.0000,4.01,5.34,67.4,-5.225,98.814
9049,01/06/24 03:02:52 PM,822.650,-0.2039,0.0000,4.34,5.68,68.8,-5.193,98.888
9050,01/06/24 03:12:52 PM,822.450,-0.2039,0.0000,4.01,5.68,70.2,-5.198,98.898
9051,01/06/24 03:22:52 PM,822.350,-0.2039,0.0000,5.01,6.68,67.4,-5.252,98.779
9052,01/06/24 03:32:52 PM,822.150,-0.2039,0.0000,4.68,6.35,67.4,-5.289,98.695
9053,01/06/24 03:42:52 PM,821.950,-0.2039,0.0000,5.34,6.68,70.2,-5.402,98.614
9054,01/06/24 03:52:52 PM,821.950,-0.2039,0.0000,4.68,6.35,73.0,-5.319,98.790
9055,01/06/24 04:02:52 PM,821.850,-0.2039,0.0000,4.34,5.68,70.2,-5.241,98.705
9056,01/06/24 04:12:52 PM,821.750,-0.2039,0.0000,4.34,6.01,77.2,-5.300,98.775
9057,01/06/24 04:22:52 PM,821.650,-0.2039,0.0000,4.01,5.68,73.0,-5.195,98.854
9058,01/06/24 04:32:52 PM,821.550,-0.2039,0.0000,4.68,6.35,74.4,-5.158,98.904
9059,01/06/24 04:42:52 PM,821.350,-0.2039,0.0000,4.68,6.68,70.2,-5.139,98.834
9060,01/06/24 04:52:52 PM,821.350,-0.2039,0.0000,4.68,6.35,71.6,-5.150,98.839
9061,01/06/24 05:02:52 PM,821.250,-0.2039,0.0000,4.34,5.68,68.8,-5.096,98.917
9062,01/06/24 05:12:52 PM,821.150,-0.2039,0.0000,3.67,5.68,68.8,-5.045,98.865
9063,01/06/24 05:22:52 PM,821.050,-0.2039,0.0000,4.01,5.34,68.8,-5.104,98.845
9064,01/06/24 05:32:52 PM,821.050,-0.2039,0.0000,4.01,5.34,68.8,-5.118,98.883
9065,01/06/24 05:42:52 PM,820.950,-0.2039,0.0000,3.67,4.68,71.6,-5.110,99.092
9066,01/06/24 05:52:52 PM,820.950,-0.2039,0.0000,3.67,5.34,70.2,-5.096,99.332
9067,01/06/24 06:02:52 PM,820.850,-0.2039,0.0000,3.34,5.01,68.8,-5.118,99.545
9068,01/06/24 06:12:52 PM,820.850,-0.2039,0.0000,3.67,5.01,68.8,-5.142,99.667
9069,01/06/24 06:22:52 PM,820.650,-0.2039,0.0000,3.67,5.34,68.8,-5.161,99.675
9070,01/06/24 06:32:52 PM,820.750,-0.2039,0.0000,3.01,4.01,70.2,-5.204,99.730
9071,01/06/24 06:42:52 PM,820.650,-0.2039,0.0000,3.34,5.01,67.4,-5.265,99.702
9072,01/06/24 06:52:52 PM,820.550,-0.2039,0.0000,3.01,4.01,60.4,-5.324,99.738
9073,01/06/24 07:02:52 PM,820.550,-0.2039,0.0000,2.34,3.67,60.4,-5.364,99.771
9074,01/06/24 07:12:52 PM,820.450,-0.2039,0.0000,2.34,3.34,59.0,-5.359,99.774
9075,01/06/24 07:22:52 PM,820.450,-0.2039,0.0000,2.00,3.01,56.2,-5.343,99.858
9076,01/06/24 07:32:52 PM,820.350,-0.2039,0.0000,2.00,3.01,66.0,-5.268,99.908
9077,01/06/24 07:42:52 PM,820.350,-0.2039,0.0000,2.34,3.67,63.2,-5.195,99.942
9078,01/06/24 07:52:52 PM,820.250,-0.2039,0.0000,2.34,3.34,66.0,-5.222,99.895
9079,01/06/24 08:02:52 PM,820.250,-0.2039,0.0000,2.34,3.01,68.8,-5.265,99.933
9080,01/06/24 08:12:52 PM,820.250,-0.2039,0.0000,2.00,3.01,66.0,-5.295,99.957
9081,01/06/24 08:22:52 PM,820.250,-0.2039,0.0000,2.00,3.01,63.2,-5.295,99.928
9082,01/06/24 08:32:52 PM,820.250,-0.2039,0.0000,2.34,3.34,67.4,-5.351,99.919
9083,01/06/24 08:42:52 PM,820.150,-0.1988,0.0000,2.34,3.01,59.0,-5.386,99.908
9084,01/06/24 08:52:52 PM,820.050,-0.2039,0.0000,2.34,3.34,57.6,-5.418,99.869
9085,01/06/24 09:02:52 PM,820.050,-0.2039,0.0000,2.67,3.67,66.0,-5.555,99.733
9086,01/06/24 09:12:52 PM,820.050,-0.2039,0.0000,2.00,3.01,60.4,-5.753,99.716
9087,01/06/24 09:22:52 PM,820.050,-0.2039,0.0000,1.67,2.34,59.0,-5.718,99.831
9088,01/06/24 09:32:52 PM,820.150,-0.2039,0.0000,1.34,1.67,46.3,-5.646,99.870
9089,01/06/24 09:42:52 PM,820.150,-0.2039,0.0000,0.67,1.67,49.1,-5.600,99.893
9090,01/06/24 09:52:52 PM,820.150,-0.2039,0.0000,0.00,0.33,47.7,-5.611,99.899
9091,01/06/24 10:02:52 PM,820.150,-0.2039,0.0000,0.00,0.33,47.7,-5.630,99.911
9092,01/06/24 10:12:52 PM,820.350,-0.2039,0.0000,0.00,0.00,47.7,-5.691,99.890
9093,01/06/24 10:22:52 PM,820.350,-0.2039,0.0000,0.00,0.33,47.7,-5.732,99.873
9094,01/06/24 10:32:52 PM,820.250,-0.2039,0.0000,0.67,1.34,49.1,-5.777,99.837
9095,01/06/24 10:42:52 PM,820.250,-0.2039,0.0000,0.33,1.00,154.4,-5.850,99.802
9096,01/06/24 10:52:52 PM,820.250,-0.2039,0.0000,0.67,1.00,12.6,-5.914,99.765
9097,01/06/24 11:02:52 PM,820.350,-0.2039,0.0000,0.67,1.67,349.6,-5.933,99.768
9098,01/06/24 11:12:52 PM,820.450,-0.2039,0.0000,1.67,2.34,282.2,-5.713,99.928
9099,01/06/24 11:22:52 PM,820.550,-0.2039,0.0000,2.00,2.67,280.8,-5.622,99.982
9100,01/06/24 11:32:52 PM,820.650,-0.2039,0.0000,1.67,2.67,286.4,-5.598,99.991
9101,01/06/24 11:42:52 PM,820.750,-0.2039,0.0000,1.34,2.00,280.8,-5.568,99.997
9102,01/06/24 11:52:52 PM,820.750,-0.2039,0.0000,1.67,2.34,279.4,-5.509,99.997
9103,01/07/24 12:02:52 AM,820.750,-0.2039,0.0000,2.00,3.67,303.2,-5.434,99.997
9104,01/07/24 12:12:52 AM,820.750,-0.2039,0.0000,2.00,4.68,283.6,-5.423,99.997
9105,01/07/24 12:22:52 AM,820.750,-0.2039,0.0000,3.34,5.01,276.6,-5.431,99.997
9106,01/07/24 12:32:52 AM,820.750,-0.2039,0.0000,3.34,5.34,268.1,-5.445,99.997
9107,01/07/24 12:42:52 AM,820.750,-0.2039,0.0000,3.34,5.34,198.0,-5.555,99.925
9108,01/07/24 12:52:52 AM,820.750,-0.2039,0.0000,3.67,5.68,268.1,-5.568,99.901
9109,01/07/24 01:02:52 AM,820.650,-0.2039,0.0000,4.34,6.68,265.3,-5.614,99.913
9110,01/07/24 01:12:52 AM,820.650,-0.2039,0.0000,4.34,6.68,266.7,-5.622,99.878
9111,01/07/24 01:22:52 AM,820.750,-0.2039,0.0000,4.34,6.35,263.9,-5.691,99.823
9112,01/07/24 01:32:52 AM,820.750,-0.1988,0.0000,4.68,6.68,268.1,-5.740,99.820
9113,01/07/24 01:42:52 AM,820.750,-0.2039,0.0000,4.34,6.68,269.6,-5.783,99.854
9114,01/07/24 01:52:52 AM,820.750,-0.2039,0.0000,4.01,6.35,273.8,-5.954,99.713
9115,01/07/24 02:02:52 AM,820.650,-0.2039,0.0000,3.34,5.68,278.0,-6.027,99.664
9116,01/07/24 02:12:52 AM,820.750,-0.2039,0.0000,4.01,6.35,268.1,-6.088,99.664
9117,01/07/24 02:22:52 AM,820.650,-0.2039,0.0000,5.01,8.02,265.3,-6.145,99.661
9118,01/07/24 02:32:52 AM,820.750,-0.2039,0.0000,4.34,6.01,263.9,-6.126,99.573
9119,01/07/24 02:42:52 AM,820.850,-0.2039,0.0000,4.68,7.68,263.9,-6.147,99.553
9120,01/07/24 02:52:52 AM,820.850,-0.2039,0.0000,4.68,6.35,265.3,-6.169,99.551
9121,01/07/24 03:02:52 AM,820.950,-0.2039,0.0000,4.01,6.68,268.1,-6.206,99.496
9122,01/07/24 03:12:52 AM,821.050,-0.2039,0.0000,4.34,7.68,268.1,-6.252,99.350
9123,01/07/24 03:22:52 AM,821.050,-0.2039,0.0000,4.34,6.68,266.7,-6.319,99.185
9124,01/07/24 03:32:52 AM,821.150,-0.2039,0.0000,5.34,7.68,263.9,-6.343,99.074
9125,01/07/24 03:42:52 AM,821.150,-0.2039,0.0000,5.01,7.68,263.9,-6.348,98.997
9126,01/07/24 03:52:52 AM,821.350,-0.2039,0.0000,3.67,6.01,269.6,-6.394,98.964
9127,01/07/24 04:02:52 AM,821.350,-0.2039,0.0000,4.01,5.68,265.3,-6.383,98.854
9128,01/07/24 04:12:52 AM,821.350,-0.2039,0.0000,4.01,5.68,266.7,-6.445,98.773
9129,01/07/24 04:22:52 AM,821.350,-0.2039,0.0000,3.67,5.68,269.6,-6.399,98.769
9130,01/07/24 04:32:52 AM,821.350,-0.2039,0.0000,4.34,6.35,271.0,-6.359,98.753
9131,01/07/24 04:42:52 AM,821.350,-0.2039,0.0000,4.34,6.35,266.7,-6.464,98.813
9132,01/07/24 04:52:52 AM,821.450,-0.2039,0.0000,5.34,8.02,258.3,-6.480,98.817
9133,01/07/24 05:02:52 AM,821.450,-0.2039,0.0000,5.68,8.02,258.3,-6.549,98.926
9134,01/07/24 05:12:52 AM,821.450,-0.2039,0.0000,5.68,8.02,258.3,-6.574,98.991
9135,01/07/24 05:22:52 AM,821.450,-0.2039,0.0000,5.34,7.68,262.5,-6.662,98.956
9136,01/07/24 05:32:52 AM,821.550,-0.2039,0.0000,5.34,7.01,265.3,-6.595,98.840
9137,01/07/24 05:42:52 AM,821.550,-0.2039,0.0000,5.01,7.35,266.7,-6.504,98.653
9138,01/07/24 05:52:52 AM,821.650,-0.2039,0.0000,4.68,6.68,272.4,-6.407,98.372
9139,01/07/24 06:02:52 AM,821.650,-0.2039,0.0000,4.34,7.35,269.6,-6.461,98.238
9140,01/07/24 06:12:52 AM,821.750,-0.2039,0.0000,3.67,5.68,269.6,-6.568,98.132
9141,01/07/24 06:22:52 AM,821.750,-0.2039,0.0000,4.34,6.35,272.4,-6.509,97.882
9142,01/07/24 06:32:52 AM,821.750,-0.2039,0.0000,4.34,6.01,271.0,-6.549,97.548
9143,01/07/24 06:42:52 AM,821.850,-0.2039,0.0000,3.67,5.01,271.0,-6.753,97.569
9144,01/07/24 06:52:52 AM,821.850,-0.2039,0.0000,4.01,5.34,272.4,-6.726,97.217
9145,01/07/24 07:02:52 AM,822.050,-0.2039,0.0000,4.34,6.35,275.2,-6.641,96.207
9146,01/07/24 07:12:52 AM,822.050,-0.2039,0.0000,4.34,5.68,271.0,-6.767,95.625
9147,01/07/24 07:22:52 AM,822.250,-0.2039,0.0000,4.01,5.34,265.3,-7.005,95.920
9148,01/07/24 07:32:52 AM,822.350,-0.2039,0.0000,3.01,4.34,271.0,-7.289,95.645
9149,01/07/24 07:42:52 AM,822.550,-0.2039,0.0000,2.67,3.67,279.4,-7.592,95.749
9150,01/07/24 07:52:52 AM,822.650,-0.2039,0.0000,3.01,5.01,280.8,-7.614,95.488
9151,01/07/24 08:02:52 AM,822.750,-0.2039,0.0000,3.01,4.34,279.4,-7.756,95.051
9152,01/07/24 08:12:52 AM,822.950,-0.2039,0.0000,3.67,5.01,271.0,-7.831,95.233
9153,01/07/24 08:22:52 AM,822.950,-0.2039,0.0000,3.67,4.68,268.1,-8.088,95.294
9154,01/07/24 08:32:52 AM,823.050,-0.2039,0.0000,3.67,5.01,266.7,-8.271,95.715
9155,01/07/24 08:42:52 AM,823.050,-0.2039,0.0000,3.01,4.34,273.8,-8.322,95.492
9156,01/07/24 08:52:52 AM,823.250,-0.2039,0.0000,2.67,3.67,279.4,-8.600,95.596
9157,01/07/24 09:02:52 AM,823.250,-0.2039,0.0000,2.67,4.01,279.4,-8.549,95.683
9158,01/07/24 09:12:52 AM,823.350,-0.2039,0.0000,3.34,4.34,278.0,-8.544,95.763
9159,01/07/24 09:22:52 AM,823.250,-0.2039,0.0000,3.34,4.68,278.0,-8.450,95.183
9160,01/07/24 09:32:52 AM,823.450,-0.2039,0.0000,2.67,4.01,279.4,-8.649,94.536
9161,01/07/24 09:42:52 AM,823.550,-0.2039,0.0000,2.34,4.01,280.8,-8.973,94.578
9162,01/07/24 09:52:52 AM,823.750,-0.2039,0.0000,2.34,3.67,272.4,-9.204,94.791
9163,01/07/24 10:02:52 AM,823.850,-0.1988,0.0000,3.01,4.01,268.1,-8.922,93.806
9164,01/07/24 10:12:52 AM,823.950,-0.2039,0.0000,3.01,4.34,273.8,-8.689,93.118
9165,01/07/24 10:22:52 AM,824.050,-0.2039,0.0000,2.67,4.34,282.2,-8.517,92.180
9166,01/07/24 10:32:52 AM,824.150,-0.2039,0.0000,3.01,4.34,287.8,-8.399,91.290
9167,01/07/24 10:42:52 AM,824.250,-0.2039,0.0000,2.00,2.67,290.6,-8.667,91.040
9168,01/07/24 10:52:52 AM,824.350,-0.2039,0.0000,1.67,2.34,297.6,-8.887,91.434
9169,01/07/24 11:02:52 AM,824.250,-0.2039,0.0000,1.34,2.00,301.8,-8.217,89.892
9170,01/07/24 11:12:52 AM,824.150,-0.2039,0.0000,1.67,3.01,292.0,-7.935,88.862
9171,01/07/24 11:22:52 AM,823.950,-0.2039,0.0000,2.34,3.34,276.6,-7.273,86.700
9172,01/07/24 11:32:52 AM,823.850,-0.2039,0.0000,3.01,4.68,269.6,-6.536,83.886
9173,01/07/24 11:42:52 AM,823.850,-0.2039,0.0000,2.67,5.68,285.0,-5.702,81.987
9174,01/07/24 11:52:52 AM,823.750,-0.2039,0.0000,4.34,6.68,258.3,-5.204,80.995
9175,01/07/24 12:02:52 PM,823.850,-0.2039,0.0000,4.01,6.68,256.9,-5.064,80.487
9176,01/07/24 12:12:52 PM,823.850,-0.2039,0.0000,4.34,6.68,259.7,-5.040,79.751
9177,01/07/24 12:22:52 PM,823.850,-0.2039,0.0000,4.68,7.01,258.3,-4.807,78.442
9178,01/07/24 12:32:52 PM,823.650,-0.2039,0.0000,4.68,7.01,259.7,-4.700,77.171
9179,01/07/24 12:42:52 PM,823.550,-0.2039,0.0000,4.34,6.68,261.1,-4.474,76.278
9180,01/07/24 12:52:52 PM,823.350,-0.2039,0.0000,4.34,6.68,266.7,-4.346,75.245
9181,01/07/24 01:02:52 PM,823.250,-0.2039,0.0000,4.68,7.68,263.9,-4.367,75.377
9182,01/07/24 01:12:52 PM,823.050,-0.2039,0.0000,5.01,7.01,263.9,-4.362,75.386
9183,01/07/24 01:22:52 PM,823.050,-0.2039,0.0000,5.68,8.35,265.3,-4.520,75.105
9184,01/07/24 01:32:52 PM,822.850,-0.2039,0.0000,6.01,9.02,265.3,-4.584,75.839
9185,01/07/24 01:42:52 PM,822.750,-0.2039,0.0000,6.01,8.68,261.1,-4.413,74.624
9186,01/07/24 01:52:52 PM,822.650,-0.2039,0.0000,6.01,9.02,262.5,-4.359,74.247
9187,01/07/24 02:02:52 PM,822.450,-0.2039,0.0000,6.35,8.68,263.9,-4.319,74.392
9188,01/07/24 02:12:52 PM,822.450,-0.2039,0.0000,5.34,8.35,266.7,-4.078,74.482
9189,01/07/24 02:22:52 PM,822.350,-0.2039,0.0000,5.68,9.35,266.7,-4.169,74.601
9190,01/07/24 02:32:52 PM,822.450,-0.2039,0.0000,4.34,8.02,272.4,-3.753,74.611
9191,01/07/24 02:42:52 PM,822.450,-0.2039,0.0000,5.01,7.68,273.8,-3.828,74.148
9192,01/07/24 02:52:52 PM,822.550,-0.2039,0.0000,4.68,7.35,280.8,-3.525,71.286
9193,01/07/24 03:02:52 PM,822.550,-0.2039,0.0000,5.34,7.35,280.8,-3.630,70.460
9194,01/07/24 03:12:52 PM,822.650,-0.2039,0.0000,5.34,8.68,279.4,-3.641,70.680
9195,01/07/24 03:22:52 PM,822.750,-0.2039,0.0000,5.34,8.68,271.0,-3.713,73.196
9196,01/07/24 03:32:52 PM,823.150,-0.2039,0.0000,5.01,7.01,276.6,-3.683,73.674
9197,01/07/24 03:42:52 PM,822.950,-0.2039,0.0000,5.68,8.35,275.2,-3.807,73.806
9198,01/07/24 03:52:52 PM,823.050,-0.2039,0.0000,5.34,7.68,276.6,-3.788,74.108
9199,01/07/24 04:02:52 PM,823.150,-0.2039,0.0000,4.68,8.35,275.2,-3.745,74.070
9200,01/07/24 04:12:52 PM,823.350,-0.2039,0.0000,4.34,6.68,273.8,-3.732,74.504
9201,01/07/24 04:22:52 PM,823.450,-0.2039,0.0000,4.68,7.68,275.2,-3.874,75.326
9202,01/07/24 04:32:52 PM,823.750,-0.2039,0.0000,4.01,6.68,273.8,-4.024,76.478
9203,01/07/24 04:42:52 PM,824.850,-0.2039,0.0000,3.34,5.68,272.4,-5.043,79.947
9204,01/07/24 04:52:52 PM,824.950,-0.2039,0.0000,4.01,6.35,265.3,-5.482,83.433
9205,01/07/24 05:02:52 PM,824.750,-0.2039,0.0000,4.34,7.01,265.3,-4.986,82.966
9206,01/07/24 05:12:52 PM,825.050,-0.2039,0.0000,4.34,6.68,263.9,-5.517,85.019
9207,01/07/24 05:22:52 PM,825.150,-0.2039,0.0000,4.34,6.01,262.5,-5.922,87.475
9208,01/07/24 05:32:52 PM,825.450,-0.2039,0.0000,3.67,5.68,259.7,-6.378,90.564
9209,01/07/24 05:42:52 PM,825.550,-0.2039,0.0000,3.34,5.01,261.1,-6.630,91.601
9210,01/07/24 05:52:52 PM,825.750,-0.2039,0.0000,2.67,4.68,272.4,-6.831,91.905
9211,01/07/24 06:02:52 PM,825.850,-0.2039,0.0000,2.34,4.01,289.2,-6.836,91.745
9212,01/07/24 06:12:52 PM,826.050,-0.2039,0.0000,2.34,4.01,289.2,-7.142,92.114
9213,01/07/24 06:22:52 PM,826.150,-0.2039,0.0000,2.00,3.01,289.2,-7.659,93.347
9214,01/07/24 06:32:52 PM,826.250,-0.2039,0.0000,2.00,3.01,289.2,-7.474,93.478
9215,01/07/24 06:42:52 PM,826.350,-0.2039,0.0000,2.00,3.34,282.2,-7.724,92.772
9216,01/07/24 06:52:52 PM,826.350,-0.2039,0.0000,1.67,2.34,299.0,-7.968,93.904
9217,01/07/24 07:02:52 PM,826.450,-0.2039,0.0000,1.67,2.00,294.8,-7.898,93.683
9218,01/07/24 07:12:52 PM,826.650,-0.2039,0.0000,1.67,2.34,282.2,-8.324,93.860
9219,01/07/24 07:22:52 PM,826.750,-0.2039,0.0000,2.00,2.67,287.8,-8.507,93.797
9220,01/07/24 07:32:52 PM,826.850,-0.2039,0.0000,2.34,3.01,286.4,-8.509,93.823
9221,01/07/24 07:42:52 PM,826.850,-0.2039,0.0000,2.67,3.01,287.8,-8.909,93.654
9222,01/07/24 07:52:52 PM,826.950,-0.2039,0.0000,2.34,3.01,285.0,-8.957,93.259
9223,01/07/24 08:02:52 PM,826.950,-0.2039,0.0000,2.34,3.01,287.8,-8.804,92.236
9224,01/07/24 08:12:52 PM,827.050,-0.2039,0.0000,2.67,3.01,292.0,-8.957,91.250
9225,01/07/24 08:22:52 PM,827.150,-0.2039,0.0000,2.34,2.67,297.6,-8.986,91.847
9226,01/07/24 08:32:52 PM,827.250,-0.2039,0.0000,2.67,3.01,296.2,-9.115,91.557
9227,01/07/24 08:42:52 PM,827.250,-0.2039,0.0000,2.34,3.01,293.4,-9.305,92.174
9228,01/07/24 08:52:52 PM,827.350,-0.2039,0.0000,2.67,3.34,293.4,-9.442,92.677
9229,01/07/24 09:02:52 PM,827.450,-0.2039,0.0000,2.67,3.01,296.2,-9.064,91.525
9230,01/07/24 09:12:52 PM,827.550,-0.2039,0.0000,2.34,3.01,293.4,-9.128,91.115
9231,01/07/24 09:22:52 PM,827.750,-0.2039,0.0000,2.34,2.67,287.8,-9.525,91.525
9232,01/07/24 09:32:52 PM,827.850,-0.2039,0.0000,2.67,3.34,286.4,-9.474,91.434
9233,01/07/24 09:42:52 PM,828.050,-0.2039,0.0000,2.67,3.01,289.2,-9.383,90.237
9234,01/07/24 09:52:52 PM,828.050,-0.2039,0.0000,2.67,3.01,287.8,-9.099,89.789
9235,01/07/24 10:02:52 PM,828.150,-0.2039,0.0000,2.67,3.34,290.6,-9.354,89.357
9236,01/07/24 10:12:52 PM,828.250,-0.2039,0.0000,2.67,3.34,290.6,-9.131,88.751
9237,01/07/24 10:22:52 PM,828.350,-0.1988,0.0000,3.01,3.67,290.6,-9.268,88.618
9238,01/07/24 10:32:52 PM,828.450,-0.1988,0.0000,2.67,3.34,292.0,-9.126,88.025
9239,01/07/24 10:42:52 PM,828.550,-0.2039,0.0000,3.01,3.67,293.4,-9.214,88.240
9240,01/07/24 10:52:52 PM,828.750,-0.2039,0.0000,3.01,3.67,294.8,-9.107,87.469
9241,01/07/24 11:02:52 PM,828.850,-0.2039,0.0000,2.67,3.34,297.6,-9.091,87.446
9242,01/07/24 11:12:52 PM,829.050,-0.2039,0.0000,2.67,3.01,292.0,-9.037,86.928
9243,01/07/24 11:22:52 PM,829.150,-0.2039,0.0000,2.67,3.01,292.0,-9.265,86.709
9244,01/07/24 11:32:52 PM,829.250,-0.2039,0.0000,2.34,3.01,289.2,-9.445,86.918
9245,01/07/24 11:42:52 PM,829.350,-0.2039,0.0000,2.34,2.67,283.6,-9.472,86.816
9246,01/07/24 11:52:52 PM,829.450,-0.2039,0.0000,2.67,3.34,287.8,-9.439,86.368
9247,01/08/24 12:02:52 AM,829.450,-0.2039,0.0000,2.67,3.01,286.4,-9.327,86.030
9248,01/08/24 12:12:52 AM,829.350,-0.2039,0.0000,2.67,3.01,285.0,-9.536,86.723
9249,01/08/24 12:22:52 AM,829.450,-0.2039,0.0000,2.67,3.34,282.2,-9.772,86.394
9250,01/08/24 12:32:52 AM,829.450,-0.2039,0.0000,3.01,3.34,280.8,-9.600,86.076
9251,01/08/24 12:42:52 AM,829.450,-0.2039,0.0000,3.01,3.34,289.2,-9.372,85.544
9252,01/08/24 12:52:52 AM,829.350,-0.2039,0.0000,2.67,3.34,287.8,-9.244,84.985
9253,01/08/24 01:02:52 AM,829.450,-0.2039,0.0000,2.67,3.34,289.2,-9.287,84.825
9254,01/08/24 01:12:52 AM,829.450,-0.2039,0.0000,3.01,3.67,286.4,-9.450,84.709
9255,01/08/24 01:22:52 AM,829.550,-0.1988,0.0000,3.34,3.67,285.0,-9.930,85.518
9256,01/08/24 01:32:52 AM,829.550,-0.2039,0.0000,3.01,3.34,286.4,-10.104,86.007
